zz,dtcode,disticname,sdtcode,subdisticname,tvcode,villagename
29,0,KARNATAKA,0,KARNATAKA,0,KARNATAKA
29,555,Belgaum,0,Belgaum,0,Belgaum
29,555,Belgaum,5433,Chikodi,0,Chikodi
29,555,Belgaum,5433,Chikodi,597114,Hadnal
29,555,Belgaum,5433,Chikodi,597115,Sulagaon
29,555,Belgaum,5433,Chikodi,597116,Mattiwade
29,555,Belgaum,5433,Chikodi,597117,Bhatnaganur
29,555,Belgaum,5433,Chikodi,597118,Kurli
29,555,Belgaum,5433,Chikodi,597119,Appachiwadi
29,555,Belgaum,5433,Chikodi,597120,Koganoli
29,555,Belgaum,5433,Chikodi,597121,Hanabarawadi
29,555,Belgaum,5433,Chikodi,597122,Hanchinal (K.S.)
29,555,Belgaum,5433,Chikodi,597123,Benadi
29,555,Belgaum,5433,Chikodi,597124,Bolewadi
29,555,Belgaum,5433,Chikodi,597125,Akkol
29,555,Belgaum,5433,Chikodi,597126,Padlihal
29,555,Belgaum,5433,Chikodi,597127,Lakhanapur
29,555,Belgaum,5433,Chikodi,597128,Jatrat
29,555,Belgaum,5433,Chikodi,597129,Adi
29,555,Belgaum,5433,Chikodi,597130,Bhivashi
29,555,Belgaum,5433,Chikodi,597131,Naganur
29,555,Belgaum,5433,Chikodi,597132,Yamagarni
29,555,Belgaum,5433,Chikodi,597133,Soundalga
29,555,Belgaum,5433,Chikodi,597134,Budihal
29,555,Belgaum,5433,Chikodi,597135,Kodni
29,555,Belgaum,5433,Chikodi,597136,Gayakanawadi
29,555,Belgaum,5433,Chikodi,597137,Shirguppi
29,555,Belgaum,5433,Chikodi,597138,Pangeri (B)
29,555,Belgaum,5433,Chikodi,597139,Budulmukh
29,555,Belgaum,5433,Chikodi,597140,Shendur
29,555,Belgaum,5433,Chikodi,597141,Gondikuppi
29,555,Belgaum,5433,Chikodi,597142,Yarnal
29,555,Belgaum,5433,Chikodi,597143,Nippani (Rural)
29,555,Belgaum,5433,Chikodi,597144,Amalzari
29,555,Belgaum,5433,Chikodi,597145,Gavan
29,555,Belgaum,5433,Chikodi,597146,Tavadi
29,555,Belgaum,5433,Chikodi,597147,Manakapur
29,555,Belgaum,5433,Chikodi,597148,Kasanal
29,555,Belgaum,5433,Chikodi,597149,Donewadi
29,555,Belgaum,5433,Chikodi,597150,Boragaon
29,555,Belgaum,5433,Chikodi,597151,Boragaonwadi
29,555,Belgaum,5433,Chikodi,597152,Sadalaga (Rural)
29,555,Belgaum,5433,Chikodi,597153,Janwad
29,555,Belgaum,5433,Chikodi,597154,Shiradwad
29,555,Belgaum,5433,Chikodi,597155,Karadaga
29,555,Belgaum,5433,Chikodi,597156,Barwad
29,555,Belgaum,5433,Chikodi,597157,Mangur
29,555,Belgaum,5433,Chikodi,597158,Kunnur
29,555,Belgaum,5433,Chikodi,597159,Gajabarwadi
29,555,Belgaum,5433,Chikodi,597160,Shivapurawadi
29,555,Belgaum,5433,Chikodi,597161,Bhoj
29,555,Belgaum,5433,Chikodi,597162,Hunnaragi
29,555,Belgaum,5433,Chikodi,597163,Sidnal
29,555,Belgaum,5433,Chikodi,597164,Mamadapur (KL)
29,555,Belgaum,5433,Chikodi,597165,Bhimapurwadi
29,555,Belgaum,5433,Chikodi,597166,Galatga
29,555,Belgaum,5433,Chikodi,597167,Dilalapurwadi
29,555,Belgaum,5433,Chikodi,597168,Bedkihal
29,555,Belgaum,5433,Chikodi,597169,Shamanewadi
29,555,Belgaum,5433,Chikodi,597170,Nej
29,555,Belgaum,5433,Chikodi,597171,Nagaral
29,555,Belgaum,5433,Chikodi,597172,Nanadiwadi
29,555,Belgaum,5433,Chikodi,597173,Nanadi
29,555,Belgaum,5433,Chikodi,597174,Malikwad
29,555,Belgaum,5433,Chikodi,597175,Examba
29,555,Belgaum,5433,Chikodi,597176,Kallol
29,555,Belgaum,5433,Chikodi,597177,Yadyanawadi
29,555,Belgaum,5433,Chikodi,597178,Yadurwadi
29,555,Belgaum,5433,Chikodi,597179,Chandur
29,555,Belgaum,5433,Chikodi,597180,Chandur - Tek
29,555,Belgaum,5433,Chikodi,597181,Yadur
29,555,Belgaum,5433,Chikodi,597182,Hosa Yedur
29,555,Belgaum,5433,Chikodi,597183,Ingali
29,555,Belgaum,5433,Chikodi,597184,Manjari
29,555,Belgaum,5433,Chikodi,597185,Manjariwadi
29,555,Belgaum,5433,Chikodi,597186,Ankali
29,555,Belgaum,5433,Chikodi,597187,Shiddapurwadi
29,555,Belgaum,5433,Chikodi,597188,Kadapur
29,555,Belgaum,5433,Chikodi,597189,Jodakurli
29,555,Belgaum,5433,Chikodi,597190,Kerur
29,555,Belgaum,5433,Chikodi,597191,Roopanal
29,555,Belgaum,5433,Chikodi,597192,Hirekudi
29,555,Belgaum,5433,Chikodi,597193,Chikodi (Rural)
29,555,Belgaum,5433,Chikodi,597194,Kuppanawadi
29,555,Belgaum,5433,Chikodi,597195,Girgaon
29,555,Belgaum,5433,Chikodi,597196,Shirgaon
29,555,Belgaum,5433,Chikodi,597197,Shiragaonwadi
29,555,Belgaum,5433,Chikodi,597198,Khadaklat
29,555,Belgaum,5433,Chikodi,597199,Thapakarwadi
29,555,Belgaum,5433,Chikodi,597200,Pangire (A)
29,555,Belgaum,5433,Chikodi,597201,Rampur
29,555,Belgaum,5433,Chikodi,597202,Chikalwal
29,555,Belgaum,5433,Chikodi,597203,Manuchiwadi
29,555,Belgaum,5433,Chikodi,597204,Sankanwadi
29,555,Belgaum,5433,Chikodi,597205,Navalihal
29,555,Belgaum,5433,Chikodi,597206,Peerawadi
29,555,Belgaum,5433,Chikodi,597207,Pattankudi
29,555,Belgaum,5433,Chikodi,597208,Walki
29,555,Belgaum,5433,Chikodi,597209,Yadyanawadi
29,555,Belgaum,5433,Chikodi,597210,Nainglaj
29,555,Belgaum,5433,Chikodi,597211,Dhulaganawadi
29,555,Belgaum,5433,Chikodi,597212,Kuthali
29,555,Belgaum,5433,Chikodi,597213,Kothali
29,555,Belgaum,5433,Chikodi,597214,Chinchani
29,555,Belgaum,5433,Chikodi,597215,Handyanwadi
29,555,Belgaum,5433,Chikodi,597216,Umrani
29,555,Belgaum,5433,Chikodi,597217,Itnal
29,555,Belgaum,5433,Chikodi,597218,Nagaramunnoli
29,555,Belgaum,5433,Chikodi,597219,Belkud
29,555,Belgaum,5433,Chikodi,597220,Bambalwad
29,555,Belgaum,5433,Chikodi,597221,Kungatolli
29,555,Belgaum,5433,Chikodi,597222,Karoshi
29,555,Belgaum,5433,Chikodi,597223,Jainapur
29,555,Belgaum,5433,Chikodi,597224,Toranahalli
29,555,Belgaum,5433,Chikodi,597225,Bidrahalli
29,555,Belgaum,5433,Chikodi,597226,Hattarwat
29,555,Belgaum,5433,Chikodi,597227,Mangnur
29,555,Belgaum,5433,Chikodi,597228,Wadral
29,555,Belgaum,5433,Chikodi,597229,Majalatti
29,555,Belgaum,5433,Chikodi,597230,Khajagoudanhatti
29,555,Belgaum,5433,Chikodi,597231,Mugali
29,555,Belgaum,5433,Chikodi,597232,Kamatyanahatti 
29,555,Belgaum,5433,Chikodi,597233,Bennihalli
29,555,Belgaum,5433,Chikodi,597234,Karagaon
29,555,Belgaum,5433,Chikodi,597235,Donawad
29,555,Belgaum,5433,Chikodi,597236,Hanchinal (K.K.)
29,555,Belgaum,5433,Chikodi,597237,Belagali
29,555,Belgaum,5433,Chikodi,597238,Kenchanatti
29,555,Belgaum,5433,Chikodi,597239,Meerapurhatti
29,555,Belgaum,5433,Chikodi,597240,Kabbur
29,555,Belgaum,5433,Chikodi,597241,Jodatti
29,555,Belgaum,5433,Chikodi,597242,Vijayanagar
29,555,Belgaum,5433,Chikodi,597243,Pogatyanatti
29,555,Belgaum,5433,Chikodi,597244,Jaganur
29,555,Belgaum,5433,Chikodi,597245,Mamadapur (Kk)
29,555,Belgaum,5434,Athni,0,Athni
29,555,Belgaum,5434,Athni,597246,Pandegaon
29,555,Belgaum,5434,Athni,597247,Khilegaon
29,555,Belgaum,5434,Athni,597248,Ajur
29,555,Belgaum,5434,Athni,597249,Anantapur
29,555,Belgaum,5434,Athni,597250,Malabad
29,555,Belgaum,5434,Athni,597251,Bevanoor
29,555,Belgaum,5434,Athni,597252,Tawashi
29,555,Belgaum,5434,Athni,597253,Naganur P.A.
29,555,Belgaum,5434,Athni,597254,Shirur
29,555,Belgaum,5434,Athni,597255,Sambaragi
29,555,Belgaum,5434,Athni,597256,Aralihatti
29,555,Belgaum,5434,Athni,597257,Bammanal
29,555,Belgaum,5434,Athni,597258,Vishnuvadi
29,555,Belgaum,5434,Athni,597259,Jakkaratti
29,555,Belgaum,5434,Athni,597260,Jambagi
29,555,Belgaum,5434,Athni,597261,Kallotti
29,555,Belgaum,5434,Athni,597262,Kiranagi
29,555,Belgaum,5434,Athni,597263,Balligeri
29,555,Belgaum,5434,Athni,597264,Gundewadi
29,555,Belgaum,5434,Athni,597265,Shivanoor
29,555,Belgaum,5434,Athni,597266,Madabhavi
29,555,Belgaum,5434,Athni,597267,Tevaratti
29,555,Belgaum,5434,Athni,597268,Siddewadi
29,555,Belgaum,5434,Athni,597269,Hanamapur
29,555,Belgaum,5434,Athni,597270,Agrani-Ingalgaon
29,555,Belgaum,5434,Athni,597271,Abbihal
29,555,Belgaum,5434,Athni,597272,Parthanahalli
29,555,Belgaum,5434,Athni,597273,Mavinahatti
29,555,Belgaum,5434,Athni,597274,Chamakeri
29,555,Belgaum,5434,Athni,597275,Bedarahatti
29,555,Belgaum,5434,Athni,597276,Kagawad
29,555,Belgaum,5434,Athni,597277,Mangavati
29,555,Belgaum,5434,Athni,597278,Jugul
29,555,Belgaum,5434,Athni,597279,Shahapur
29,555,Belgaum,5434,Athni,597280,Shiraguppi
29,555,Belgaum,5434,Athni,597281,Molwad
29,555,Belgaum,5434,Athni,597282,Kusnal
29,555,Belgaum,5434,Athni,597283,Ugar Budruk
29,555,Belgaum,5434,Athni,597284,Ugar Khurd
29,555,Belgaum,5434,Athni,597285,Farida Khanawadi
29,555,Belgaum,5434,Athni,597286,Shedbal 
29,555,Belgaum,5434,Athni,597287,Lokur
29,555,Belgaum,5434,Athni,597288,Mangasuli
29,555,Belgaum,5434,Athni,597289,Kempwad
29,555,Belgaum,5434,Athni,597290,Navalihal
29,555,Belgaum,5434,Athni,597291,Koulgudd
29,555,Belgaum,5434,Athni,597292,Mole
29,555,Belgaum,5434,Athni,597293,Katral
29,555,Belgaum,5434,Athni,597294,Ainapur
29,555,Belgaum,5434,Athni,597295,Krishna Kittur
29,555,Belgaum,5434,Athni,597296,Banajawad
29,555,Belgaum,5434,Athni,597297,Muragundi
29,555,Belgaum,5434,Athni,597298,Masarguppi
29,555,Belgaum,5434,Athni,597299,Devaradderahatti
29,555,Belgaum,5434,Athni,597300,Athani (Rural) (Part)
29,555,Belgaum,5434,Athni,597300,Athni (OG) (Part) 
29,555,Belgaum,5434,Athni,597301,Tangadi
29,555,Belgaum,5434,Athni,597302,Shinal
29,555,Belgaum,5434,Athni,597303,Sankonahatti
29,555,Belgaum,5434,Athni,597304,Hulagabali
29,555,Belgaum,5434,Athni,597305,Nadi-Ingalgaon
29,555,Belgaum,5434,Athni,597306,Teerth
29,555,Belgaum,5434,Athni,597307,Saptasagar
29,555,Belgaum,5434,Athni,597308,Chikkud
29,555,Belgaum,5434,Athni,597309,Darur
29,555,Belgaum,5434,Athni,597310,Halyal
29,555,Belgaum,5434,Athni,597311,Avarkhod
29,555,Belgaum,5434,Athni,597312,Naganur P.K.
29,555,Belgaum,5434,Athni,597313,Khavatkoppa
29,555,Belgaum,5434,Athni,597314,Sankaratti
29,555,Belgaum,5434,Athni,597315,Shegunshi
29,555,Belgaum,5434,Athni,597316,Dodwad
29,555,Belgaum,5434,Athni,597317,Satti
29,555,Belgaum,5434,Athni,597318,Radderahatti
29,555,Belgaum,5434,Athni,597319,Nandeshwar
29,555,Belgaum,5434,Athni,597320,Mahishwadgi
29,555,Belgaum,5434,Athni,597321,Janawad
29,555,Belgaum,5434,Athni,597322,Savadi
29,555,Belgaum,5434,Athni,597323,Ramateerth
29,555,Belgaum,5434,Athni,597324,Kakamari
29,555,Belgaum,5434,Athni,597325,Kottalgi
29,555,Belgaum,5434,Athni,597326,Bannur
29,555,Belgaum,5434,Athni,597327,Telsang
29,555,Belgaum,5434,Athni,597328,Kannal
29,555,Belgaum,5434,Athni,597329,Fadatarawadi
29,555,Belgaum,5434,Athni,597330,Aigali
29,555,Belgaum,5434,Athni,597331,Kohalli
29,555,Belgaum,5434,Athni,597332,Keskaradaddi
29,555,Belgaum,5434,Athni,597333,Adalatti
29,555,Belgaum,5434,Athni,597334,Adahalli
29,555,Belgaum,5434,Athni,597335,Yelihadalagi
29,555,Belgaum,5434,Athni,597336,Yakkanchi
29,555,Belgaum,5434,Athni,597337,Badachi
29,555,Belgaum,5434,Athni,597338,Desairatti
29,555,Belgaum,5434,Athni,597339,Khotanatti
29,555,Belgaum,5434,Athni,597340,Aratal
29,555,Belgaum,5434,Athni,597341,Halalli
29,555,Belgaum,5434,Athni,597342,Badagi
29,555,Belgaum,5434,Athni,597343,Yallammawadi
29,555,Belgaum,5434,Athni,597344,Dhabadhabahatti
29,555,Belgaum,5434,Athni,597345,Kokatnoor
29,555,Belgaum,5434,Athni,597346,Buralatti
29,555,Belgaum,5434,Athni,597347,Katageri
29,555,Belgaum,5434,Athni,597348,Kodaganoor
29,555,Belgaum,5434,Athni,597349,Nandagaon
29,555,Belgaum,5434,Athni,597350,Ghatanatti
29,555,Belgaum,5434,Athni,597351,Balawad
29,555,Belgaum,5434,Athni,597352,Shirahatti
29,555,Belgaum,5434,Athni,597353,Junjarwad
29,555,Belgaum,5434,Athni,597354,Suttatti
29,555,Belgaum,5435,Raybag ,0,Raybag 
29,555,Belgaum,5435,Raybag ,597355,Soundatti
29,555,Belgaum,5435,Raybag ,597356,Diggewadi (Old)
29,555,Belgaum,5435,Raybag ,597357,Jalalpur
29,555,Belgaum,5435,Raybag ,597358,Bhiradi
29,555,Belgaum,5435,Raybag ,597359,Chinchali
29,555,Belgaum,5435,Raybag ,597360,Raibag (Rural)
29,555,Belgaum,5435,Raybag ,597361,Kanchakarawadi
29,555,Belgaum,5435,Raybag ,597362,Yadrav
29,555,Belgaum,5435,Raybag ,597363,Nasalapur
29,555,Belgaum,5435,Raybag ,597364,Nandikurali
29,555,Belgaum,5435,Raybag ,597365,Kempatti
29,555,Belgaum,5435,Raybag ,597366,Mekhali
29,555,Belgaum,5435,Raybag ,597367,Maradi
29,555,Belgaum,5435,Raybag ,597368,Devanakatti
29,555,Belgaum,5435,Raybag ,597369,Budihal
29,555,Belgaum,5435,Raybag ,597370,Bavachi
29,555,Belgaum,5435,Raybag ,597371,Hubbarwadi
29,555,Belgaum,5435,Raybag ,597372,Nagaral
29,555,Belgaum,5435,Raybag ,597373,Bommanal
29,555,Belgaum,5435,Raybag ,597374,Biranal
29,555,Belgaum,5435,Raybag ,597375,Byakud
29,555,Belgaum,5435,Raybag ,597376,Mavinhonda
29,555,Belgaum,5435,Raybag ,597377,Girinaikwadi
29,555,Belgaum,5435,Raybag ,597378,Jodahatti
29,555,Belgaum,5435,Raybag ,597379,Bhendwad
29,555,Belgaum,5435,Raybag ,597380,Mantur
29,555,Belgaum,5435,Raybag ,597381,Nipanal
29,555,Belgaum,5435,Raybag ,597382,Kankanawadi
29,555,Belgaum,5435,Raybag ,597383,Kudachi (Rural)
29,555,Belgaum,5435,Raybag ,597384,Gundwad
29,555,Belgaum,5435,Raybag ,597385,Shiragur 
29,555,Belgaum,5435,Raybag ,597386,Paramanandwadi 
29,555,Belgaum,5435,Raybag ,597387,Khemalapur
29,555,Belgaum,5435,Raybag ,597388,Yelpratti
29,555,Belgaum,5435,Raybag ,597389,Siddapur
29,555,Belgaum,5435,Raybag ,597390,Koligudda
29,555,Belgaum,5435,Raybag ,597391,Yabaratti
29,555,Belgaum,5435,Raybag ,597392,Harugeri
29,555,Belgaum,5435,Raybag ,597393,Badabyakud
29,555,Belgaum,5435,Raybag ,597394,Alakhanur
29,555,Belgaum,5435,Raybag ,597395,Nilaji
29,555,Belgaum,5435,Raybag ,597396,Suttatti
29,555,Belgaum,5435,Raybag ,597397,Morab
29,555,Belgaum,5435,Raybag ,597398,Bekkeri
29,555,Belgaum,5435,Raybag ,597399,Nidagundi
29,555,Belgaum,5435,Raybag ,597400,Alagawadi
29,555,Belgaum,5435,Raybag ,597401,Bastwad
29,555,Belgaum,5435,Raybag ,597402,Hidakal
29,555,Belgaum,5435,Raybag ,597403,Mugalkhod
29,555,Belgaum,5435,Raybag ,597404,Khanadal
29,555,Belgaum,5435,Raybag ,597405,Savasuddi
29,555,Belgaum,5435,Raybag ,597406,Katakbhavi
29,555,Belgaum,5435,Raybag ,597407,Devapurhatti
29,555,Belgaum,5435,Raybag ,597408,Itanal
29,555,Belgaum,5435,Raybag ,597409,Marakudi
29,555,Belgaum,5435,Raybag ,597410,Palbhavi
29,555,Belgaum,5435,Raybag ,597411,Sultanpur
29,555,Belgaum,5435,Raybag ,597412,Handigund
29,555,Belgaum,5435,Raybag ,597413,Kappalguddi
29,555,Belgaum,5436,Gokak,0,Gokak
29,555,Belgaum,5436,Gokak,597414,Dandapur
29,555,Belgaum,5436,Gokak,597415,Tukkanatti
29,555,Belgaum,5436,Gokak,597416,Naganur
29,555,Belgaum,5436,Gokak,597417,Mudalgi (Rural)
29,555,Belgaum,5436,Gokak,597418,Gurlapur
29,555,Belgaum,5436,Gokak,597419,Hallur
29,555,Belgaum,5436,Gokak,597420,Shivapur
29,555,Belgaum,5436,Gokak,597421,Khanatti
29,555,Belgaum,5436,Gokak,597422,Munyal
29,555,Belgaum,5436,Gokak,597423,Kamaladinni
29,555,Belgaum,5436,Gokak,597424,Rangapur
29,555,Belgaum,5436,Gokak,597425,Dharmatti
29,555,Belgaum,5436,Gokak,597426,Patagundi
29,555,Belgaum,5436,Gokak,597427,Gujanatti
29,555,Belgaum,5436,Gokak,597428,Jokanatti
29,555,Belgaum,5436,Gokak,597429,Kallolli
29,555,Belgaum,5436,Gokak,597430,Rajapur
29,555,Belgaum,5436,Gokak,597431,Duradundi
29,555,Belgaum,5436,Gokak,597432,Ganeshwadi
29,555,Belgaum,5436,Gokak,597433,Badigwad
29,555,Belgaum,5436,Gokak,597434,Pamaladinni
29,555,Belgaum,5436,Gokak,597435,Mallapur (P.G.)
29,555,Belgaum,5436,Gokak,597436,Khanapur
29,555,Belgaum,5436,Gokak,597437,Mutnal
29,555,Belgaum,5436,Gokak,597438,Nandagaon
29,555,Belgaum,5436,Gokak,597439,Konnur (Rural)
29,555,Belgaum,5436,Gokak,597440,Shivapur
29,555,Belgaum,5436,Gokak,597441,Molmanatti
29,555,Belgaum,5436,Gokak,597442,Dhupadal
29,555,Belgaum,5436,Gokak,597443,Shindikurbet
29,555,Belgaum,5436,Gokak,597444,Arabhavi
29,555,Belgaum,5436,Gokak,597445,Lolasur
29,555,Belgaum,5436,Gokak,597446,Basaligundi
29,555,Belgaum,5436,Gokak,597447,Nallanatti
29,555,Belgaum,5436,Gokak,597448,Sanganakeri
29,555,Belgaum,5436,Gokak,597449,Hanamapur
29,555,Belgaum,5436,Gokak,597450,Balobal
29,555,Belgaum,5436,Gokak,597451,Beerangaddi
29,555,Belgaum,5436,Gokak,597452,Hunshyal (P.G.)
29,555,Belgaum,5436,Gokak,597453,Waderatti
29,555,Belgaum,5436,Gokak,597454,Fulagaddi
29,555,Belgaum,5436,Gokak,597455,Masaguppi
29,555,Belgaum,5436,Gokak,597456,Godachinamalaki
29,555,Belgaum,5436,Gokak,597457,Shingalapur
29,555,Belgaum,5436,Gokak,597458,Gokak (Rural)
29,555,Belgaum,5436,Gokak,597459,Maladinni
29,555,Belgaum,5436,Gokak,597460,Upparatti
29,555,Belgaum,5436,Gokak,597461,Maradishivapur
29,555,Belgaum,5436,Gokak,597462,Mamadapur
29,555,Belgaum,5436,Gokak,597463,Ajjanakatti
29,555,Belgaum,5436,Gokak,597464,Benachinamaradi
29,555,Belgaum,5436,Gokak,597465,Kolavi
29,555,Belgaum,5436,Gokak,597466,Tavag
29,555,Belgaum,5436,Gokak,597467,Benachinamardi
29,555,Belgaum,5436,Gokak,597468,Urabinahatti
29,555,Belgaum,5436,Gokak,597469,Shigiholi
29,555,Belgaum,5436,Gokak,597470,Gaddiholi
29,555,Belgaum,5436,Gokak,597471,Kundargi
29,555,Belgaum,5436,Gokak,597472,Dhasanatti
29,555,Belgaum,5436,Gokak,597473,Musalamari
29,555,Belgaum,5436,Gokak,597474,Mallapur. S.A.
29,555,Belgaum,5436,Gokak,597475,Dum Urabinahatti
29,555,Belgaum,5436,Gokak,597476,Akkatangerahal
29,555,Belgaum,5436,Gokak,597477,Madawal
29,555,Belgaum,5436,Gokak,597478,Iranattti
29,555,Belgaum,5436,Gokak,597479,Telaginahatti
29,555,Belgaum,5436,Gokak,597480,Kaitanal
29,555,Belgaum,5436,Gokak,597481,Ginimar Hosur
29,555,Belgaum,5436,Gokak,597482,Hulikatti
29,555,Belgaum,5436,Gokak,597483,Hanamapur
29,555,Belgaum,5436,Gokak,597484,Panchanaikanatti
29,555,Belgaum,5436,Gokak,597485,Chikkanandi
29,555,Belgaum,5436,Gokak,597486,Herenandi
29,555,Belgaum,5436,Gokak,597487,Makkalageri
29,555,Belgaum,5436,Gokak,597488,Pudakalkatti
29,555,Belgaum,5436,Gokak,597489,Khanagaon
29,555,Belgaum,5436,Gokak,597490,Midakanatti
29,555,Belgaum,5436,Gokak,597491,Rajanakatti
29,555,Belgaum,5436,Gokak,597492,Arabhavi-Dhavalatti
29,555,Belgaum,5436,Gokak,597493,Ankalgi
29,555,Belgaum,5436,Gokak,597494,Lagameshwar
29,555,Belgaum,5436,Gokak,597495,Gujanal
29,555,Belgaum,5436,Gokak,597496,Yaddalgudd
29,555,Belgaum,5436,Gokak,597497,Budihal
29,555,Belgaum,5436,Gokak,597498,Suladhal
29,555,Belgaum,5436,Gokak,597499,Panjanatti
29,555,Belgaum,5436,Gokak,597500,Kesappanatti
29,555,Belgaum,5436,Gokak,597501,Nabapur
29,555,Belgaum,5436,Gokak,597502,Devagoudanahatti
29,555,Belgaum,5436,Gokak,597503,Shiltibhavi
29,555,Belgaum,5436,Gokak,597504,Hirehatti
29,555,Belgaum,5436,Gokak,597505,Jamanal
29,555,Belgaum,5436,Gokak,597506,Hunshyal (P.Y.)
29,555,Belgaum,5436,Gokak,597507,Bisanakoppa
29,555,Belgaum,5436,Gokak,597508,Dhavaleshwar
29,555,Belgaum,5436,Gokak,597509,Aralimatti
29,555,Belgaum,5436,Gokak,597510,Avaradi
29,555,Belgaum,5436,Gokak,597511,Hale Yaragudri
29,555,Belgaum,5436,Gokak,597512,Venkatapur
29,555,Belgaum,5436,Gokak,597513,Yaragudri
29,555,Belgaum,5436,Gokak,597514,Gulaganjikoppa
29,555,Belgaum,5436,Gokak,597515,Kamankatti
29,555,Belgaum,5436,Gokak,597516,Kopadatti
29,555,Belgaum,5436,Gokak,597517,Yadwad
29,555,Belgaum,5436,Gokak,597518,Timmapur
29,555,Belgaum,5436,Gokak,597519,Kuligod
29,555,Belgaum,5436,Gokak,597520,Hosatti
29,555,Belgaum,5436,Gokak,597521,Bairanatti
29,555,Belgaum,5436,Gokak,597522,Sunadholi
29,555,Belgaum,5436,Gokak,597523,Lakshmeshwar
29,555,Belgaum,5436,Gokak,597524,Honakuppi
29,555,Belgaum,5436,Gokak,597525,Shiddapurahatti
29,555,Belgaum,5436,Gokak,597526,Tigadi
29,555,Belgaum,5436,Gokak,597527,Talakatnal
29,555,Belgaum,5436,Gokak,597528,Udagatti
29,555,Belgaum,5436,Gokak,597529,Hadiginal
29,555,Belgaum,5436,Gokak,597530,Kalarkoppa
29,555,Belgaum,5436,Gokak,597531,Melavanki
29,555,Belgaum,5436,Gokak,597532,Chigadolli
29,555,Belgaum,5436,Gokak,597533,Adibatti
29,555,Belgaum,5436,Gokak,597534,Tapashi
29,555,Belgaum,5436,Gokak,597535,Betageri
29,555,Belgaum,5436,Gokak,597536,Kemmankol
29,555,Belgaum,5436,Gokak,597537,Kaparatti
29,555,Belgaum,5436,Gokak,597538,Bilakundi
29,555,Belgaum,5436,Gokak,597539,Gosabal
29,555,Belgaum,5436,Gokak,597540,Bagarnal
29,555,Belgaum,5436,Gokak,597541,Mannikeri
29,555,Belgaum,5436,Gokak,597542,Koujalgi
29,555,Belgaum,5436,Gokak,597543,Radderatti
29,555,Belgaum,5436,Gokak,597544,Kalliguddi
29,555,Belgaum,5437,Hukeri,0,Hukeri
29,555,Belgaum,5437,Hukeri,597545,Shippur
29,555,Belgaum,5437,Hukeri,597546,Hittani
29,555,Belgaum,5437,Hukeri,597547,Mattiwade
29,555,Belgaum,5437,Hukeri,597548,Naganur K.S.
29,555,Belgaum,5437,Hukeri,597549,Rashing
29,555,Belgaum,5437,Hukeri,597550,Bugatealur
29,555,Belgaum,5437,Hukeri,597551,Hadalga
29,555,Belgaum,5437,Hukeri,597552,Bhairapur
29,555,Belgaum,5437,Hukeri,597553,Shekinhosur
29,555,Belgaum,5437,Hukeri,597554,Konankeri
29,555,Belgaum,5437,Hukeri,597555,Honnihalli
29,555,Belgaum,5437,Hukeri,597556,Kanagale
29,555,Belgaum,5437,Hukeri,597557,Karajage
29,555,Belgaum,5437,Hukeri,597558,Sollapur
29,555,Belgaum,5437,Hukeri,597559,Haragapur
29,555,Belgaum,5437,Hukeri,597560,Bad
29,555,Belgaum,5437,Hukeri,597561,Alur (K.M)
29,555,Belgaum,5437,Hukeri,597562,Akkiwat
29,555,Belgaum,5437,Hukeri,597563,Kesti
29,555,Belgaum,5437,Hukeri,597564,Borgal
29,555,Belgaum,5437,Hukeri,597565,Amminbhavi
29,555,Belgaum,5437,Hukeri,597566,Handigud
29,555,Belgaum,5437,Hukeri,597567,Ammanagi
29,555,Belgaum,5437,Hukeri,597568,Nidasoshi
29,555,Belgaum,5437,Hukeri,597569,Ankale
29,555,Belgaum,5437,Hukeri,597570,Sankeshwar (R)
29,555,Belgaum,5437,Hukeri,597571,Kamatanur
29,555,Belgaum,5437,Hukeri,597572,Nerli
29,555,Belgaum,5437,Hukeri,597573,Masarguppi
29,555,Belgaum,5437,Hukeri,597574,Gavanal
29,555,Belgaum,5437,Hukeri,597575,Gotur
29,555,Belgaum,5437,Hukeri,597576,Hebbal
29,555,Belgaum,5437,Hukeri,597577,Kochari
29,555,Belgaum,5437,Hukeri,597578,Chikalgud
29,555,Belgaum,5437,Hukeri,597579,U Khanapur
29,555,Belgaum,5437,Hukeri,597580,Hanchinal
29,555,Belgaum,5437,Hukeri,597581,Kurniwadi
29,555,Belgaum,5437,Hukeri,597582,Kurni
29,555,Belgaum,5437,Hukeri,597583,Arjunwad
29,555,Belgaum,5437,Hukeri,597584,Yadgud
29,555,Belgaum,5437,Hukeri,597585,Shelapur
29,555,Belgaum,5437,Hukeri,597586,Bellambi
29,555,Belgaum,5437,Hukeri,597587,Shirhatti (Bk)
29,555,Belgaum,5437,Hukeri,597588,Sarapur
29,555,Belgaum,5437,Hukeri,597589,Shirhatti (Kh)
29,555,Belgaum,5437,Hukeri,597590,Bagewadi
29,555,Belgaum,5437,Hukeri,597591,Kadhatti
29,555,Belgaum,5437,Hukeri,597592,Shirdhan
29,555,Belgaum,5437,Hukeri,597593,Zangatihal
29,555,Belgaum,5437,Hukeri,597594,Gudas
29,555,Belgaum,5437,Hukeri,597595,Kotabagi
29,555,Belgaum,5437,Hukeri,597596,Hulloli
29,555,Belgaum,5437,Hukeri,597597,Hullolihatti
29,555,Belgaum,5437,Hukeri,597598,Hanjanatti
